T,method,OoS
100,SAA,12.363885515751623
100,LS,1.7240513921185587
100,ER-SAA,0.024160788899430675
100,AD,0.05553132565188666
100,KNN,0.3429454163585756
100,M5 + AD,0.08131432821760964
100,CART,5.716286553864624
1000,SAA,11.724952241341377
1000,LS,1.4933295414742824
1000,ER-SAA,0.01084072656968143
1000,AD,0.03556675095812385
1000,KNN,0.487626389896968
1000,M5 + AD,0.05590009618972877
1000,CART,0.7147132839194273
10000,SAA,11.514400452128296
10000,LS,1.5040153545491508
10000,ER-SAA,0.007562612347662138
10000,AD,0.03761516901535397
10000,KNN,0.03588367579522902
10000,M5 + AD,0.15435454933099352
10000,CART,1.0816782849971216
100,SAA,9.962497812011046
100,LS,1.6752895243364339
100,ER-SAA,0.027113290510013013
100,AD,0.07697086183190598
100,KNN,0.7495901755039569
100,M5 + AD,0.055186763490821085
100,CART,0.7625533299573243
1000,SAA,6.714608019234642
1000,LS,1.3296544561190224
1000,ER-SAA,0.004896141965087328
1000,AD,0.024331817787873196
1000,KNN,1.0826778191265316
1000,M5 + AD,0.0303893544104024
1000,CART,1.4165436834819496
10000,SAA,6.845159178207072
10000,LS,1.3829871551477342
10000,ER-SAA,0.004495180348443369
10000,AD,0.02516164781640327
10000,KNN,0.4367091213958684
10000,M5 + AD,0.10510936190183172
10000,CART,2.0743755420218775
100,SAA,4.074674545596314
100,LS,1.1456417546561375
100,ER-SAA,0.06706999101712594
100,AD,0.053493118899375566
100,KNN,1.516679609871495
100,M5 + AD,0.2394674832330028
100,CART,6.444425230145386
1000,SAA,7.892820017405595
1000,LS,1.194738711664748
1000,ER-SAA,0.018357532246720605
1000,AD,0.031993115308151285
1000,KNN,0.41427596339623024
1000,M5 + AD,0.04391822240609933
1000,CART,2.4034829269597955
10000,SAA,7.597057995753562
10000,LS,1.3771006583185832
10000,ER-SAA,0.004221453722015517
10000,AD,0.0270949505823573
10000,KNN,0.8265235829875839
10000,M5 + AD,0.12167604702641789
10000,CART,1.7078816581540086
100,SAA,1.8028916800778738
100,LS,0.9530053482206464
100,ER-SAA,0.05253284856649813
100,AD,0.16165076770621686
100,KNN,1.016672141491399
100,M5 + AD,0.06030532579367263
100,CART,4.3509313627768575
1000,SAA,1.5923752118237355
1000,LS,1.405776712603064
1000,ER-SAA,0.008255823664532612
1000,AD,0.030544117473328743
1000,KNN,1.0438183206430978
1000,M5 + AD,0.056571175386407435
1000,CART,0.8687727746553848
10000,SAA,1.9512530953265446
10000,LS,1.3364179631118542
10000,ER-SAA,0.0046270253177422786
10000,AD,0.02325321878531848
10000,KNN,0.342167598164925
10000,M5 + AD,0.1590107756673406
10000,CART,3.977772457389606
100,SAA,5.47835716274933
100,LS,1.323140755808895
100,ER-SAA,0.015998575250424724
100,AD,0.05867298089211313
100,KNN,3.2631672098162006
100,M5 + AD,0.4122047532894978
100,CART,5.545872694797849
1000,SAA,6.774349994119562
1000,LS,1.3623039990280756
1000,ER-SAA,0.004937812697772651
1000,AD,0.02931116408019914
1000,KNN,1.7309359629082872
1000,M5 + AD,0.08300076143082888
1000,CART,2.124452116347266
10000,SAA,6.669223793445436
10000,LS,1.4090320724160013
10000,ER-SAA,0.005021122206702359
10000,AD,0.02531690489652604
10000,KNN,0.5940805343659227
10000,M5 + AD,0.0407516283387809
10000,CART,2.921072478960723
100,SAA,23.15389452668116
100,LS,1.1308443412224771
100,ER-SAA,0.020207778216471954
100,AD,0.017612254330268418
100,KNN,10.80391472255249
100,M5 + AD,0.16807101536742167
100,CART,7.333483518103538
1000,SAA,22.744443456487527
1000,LS,1.1525156363326088
1000,ER-SAA,0.006597919360572782
1000,AD,0.03482589904246384
1000,KNN,0.4595451454275614
1000,M5 + AD,0.033429085686030535
1000,CART,13.252306089030208
10000,SAA,21.752285962846308
10000,LS,1.1468895667290038
10000,ER-SAA,0.005167497800563795
10000,AD,0.03127968598861693
10000,KNN,0.07606758083083032
10000,M5 + AD,0.08251785369654964
10000,CART,2.198178262703998
100,SAA,3.6838558236958185
100,LS,1.8062922237411305
100,ER-SAA,0.08516556553504454
100,AD,0.11623656100620235
100,KNN,0.1137218832472536
100,M5 + AD,0.06095042001338783
100,CART,34.19932699377983
1000,SAA,2.837787908040893
1000,LS,1.4481342361264165
1000,ER-SAA,0.007943771471348804
1000,AD,0.02960524354136272
1000,KNN,0.3640530679226815
1000,M5 + AD,0.04308337019495772
1000,CART,2.2102138857127334
10000,SAA,3.663011405574429
10000,LS,1.3905402696827336
10000,ER-SAA,0.0050307268716902115
10000,AD,0.028656009216048797
10000,KNN,0.7949807514129307
10000,M5 + AD,0.38875274511358704
10000,CART,6.65450871586699
100,SAA,11.118288341613965
100,LS,1.2788039734336556
100,ER-SAA,0.011793800231474508
100,AD,0.04768945297523512
100,KNN,0.597161889897927
100,M5 + AD,0.05708605162548992
100,CART,12.373771411552887
1000,SAA,9.11052974259268
1000,LS,1.4203061757584998
1000,ER-SAA,0.006066934034660423
1000,AD,0.020806616295677437
1000,KNN,1.183732779251109
1000,M5 + AD,0.16501145144768706
1000,CART,4.38851494924522
10000,SAA,8.310203115064077
10000,LS,1.4115291172818274
10000,ER-SAA,0.0037321981335314823
10000,AD,0.02581208186846466
10000,KNN,0.18045901299054806
10000,M5 + AD,0.05835077736341651
10000,CART,0.8289345550607733
100,SAA,4.617261547784888
100,LS,1.955789409649148
100,ER-SAA,0.03081691830834672
100,AD,0.09251664354628178
100,KNN,4.765392306213971
100,M5 + AD,0.15534337336718398
100,CART,20.849430549666078
1000,SAA,4.303428720938768
1000,LS,1.3899037582809362
1000,ER-SAA,0.01137387359705797
1000,AD,0.043395741572274854
1000,KNN,1.9089649082189222
1000,M5 + AD,0.18670157305375992
1000,CART,14.391496328600613
10000,SAA,4.825395313148628
10000,LS,1.2906191340164173
10000,ER-SAA,0.005794610557049284
10000,AD,0.06318599822421468
10000,KNN,0.7212995209849963
10000,M5 + AD,0.14067391392909578
10000,CART,1.8442974495248872
100,SAA,7.455942053146748
100,LS,1.8044820543166362
100,ER-SAA,0.014993707291077537
100,AD,0.10747738158098107
100,KNN,0.7594011070342137
100,M5 + AD,0.25497058332238504
100,CART,7.732222488841305
1000,SAA,7.409488144077052
1000,LS,1.2997659504502985
1000,ER-SAA,0.007675428972718704
1000,AD,0.024404018612636743
1000,KNN,0.8628004819703754
1000,M5 + AD,0.17436173509765357
1000,CART,1.3714390225234958
10000,SAA,7.929267777685023
10000,LS,1.3826259070291866
10000,ER-SAA,0.005346347307476465
10000,AD,0.027061989835385044
10000,KNN,0.8052241266767626
10000,M5 + AD,0.0803593113662917
10000,CART,0.700613534961394
100,SAA,3.36874010706707
100,LS,0.9922087440981714
100,ER-SAA,0.11438432163337468
100,AD,0.13323149670293336
100,KNN,2.5020148281325354
100,M5 + AD,0.10252977609178192
100,CART,11.020423152473262
1000,SAA,2.7148446965943593
1000,LS,1.2715956529254375
1000,ER-SAA,0.00526532693975932
1000,AD,0.024757305123302514
1000,KNN,0.7532879511067015
1000,M5 + AD,0.10745561020222574
1000,CART,0.9754368401511411
10000,SAA,3.3489496895873754
10000,LS,1.3945565619030935
10000,ER-SAA,0.0036691249964924556
10000,AD,0.028584429157667447
10000,KNN,0.14247500115481201
10000,M5 + AD,0.14320631852210722
10000,CART,1.9685630732871628
100,SAA,0.972206820893389
100,LS,1.4951399113609913
100,ER-SAA,0.2656781844841239
100,AD,0.10165869985303136
100,KNN,2.2327726289769476
100,M5 + AD,0.02921883747756197
100,CART,46.71382440498691
1000,SAA,0.6644818334472372
1000,LS,1.0415432548497603
1000,ER-SAA,0.022485823537907748
1000,AD,0.09864222633920981
1000,KNN,1.568516116698084
1000,M5 + AD,0.05406236608524072
1000,CART,26.91893449270925
10000,SAA,1.6728862301623748
10000,LS,1.2976464995869073
10000,ER-SAA,0.005171849170876549
10000,AD,0.04101126545684754
10000,KNN,1.2487465306866208
10000,M5 + AD,0.09508187679009374
10000,CART,0.6924693538336394
100,SAA,1.4796130873150282
100,LS,0.9696311432524508
100,ER-SAA,0.020766713712789778
100,AD,0.034950889564575906
100,KNN,2.822301483640241
100,M5 + AD,0.0682062351267296
100,CART,4.275810469650584
1000,SAA,1.9643418549312694
1000,LS,1.3493842013167334
1000,ER-SAA,0.01032470574379146
1000,AD,0.032866570138338706
1000,KNN,0.5216766435821593
1000,M5 + AD,0.06718147758399327
1000,CART,3.9150354601187005
10000,SAA,2.3988393987095185
10000,LS,1.3611613949390156
10000,ER-SAA,0.005621864384214158
10000,AD,0.03320528918094299
10000,KNN,0.07256914758870281
10000,M5 + AD,0.1396130699719254
10000,CART,1.0348704861566624
100,SAA,16.807088507858374
100,LS,1.680677651269017
100,ER-SAA,0.024380336500339047
100,AD,0.03407486766329599
100,KNN,5.166465559569397
100,M5 + AD,0.05213801373044657
100,CART,1.567194984435708
1000,SAA,16.4502301254861
1000,LS,1.4562721926959423
1000,ER-SAA,0.0073887717724137126
1000,AD,0.037549530892428004
1000,KNN,3.742754640527985
1000,M5 + AD,0.10097171025243806
1000,CART,3.698481461694321
10000,SAA,15.754860540114283
10000,LS,1.4400407661752015
10000,ER-SAA,0.008943801112864786
10000,AD,0.041939580487937965
10000,KNN,1.8854956669466492
10000,M5 + AD,0.3066016249756678
10000,CART,1.7430936268995822
100,SAA,3.9034254047610055
100,LS,1.3317614924096428
100,ER-SAA,0.09379201222228505
100,AD,0.12203268439061161
100,KNN,1.2126317397290447
100,M5 + AD,0.34673450614333917
100,CART,10.659708307284982
1000,SAA,2.221411540143346
1000,LS,1.4043081223807752
1000,ER-SAA,0.014600801395045994
1000,AD,0.045288700487325924
1000,KNN,1.991581485095703
1000,M5 + AD,0.047948692427411746
1000,CART,1.042322034240939
10000,SAA,2.4756793236882917
10000,LS,1.3522481780433282
10000,ER-SAA,0.006808127655477891
10000,AD,0.02429092919947039
10000,KNN,0.4977678756579139
10000,M5 + AD,0.04767613041948232
10000,CART,1.4365975133882365
100,SAA,7.923714046237594
100,LS,1.568846071188409
100,ER-SAA,0.05991952881863388
100,AD,0.1217496621487193
100,KNN,0.6371932933146099
100,M5 + AD,0.0593528876010309
100,CART,2.0115393058272075
1000,SAA,7.408368512496018
1000,LS,1.435336290157197
1000,ER-SAA,0.004346095716537355
1000,AD,0.02542121504816801
1000,KNN,0.14701820786796116
1000,M5 + AD,0.22232746012086296
1000,CART,3.4663424848027353
10000,SAA,7.410615285978218
10000,LS,1.38262456247401
10000,ER-SAA,0.0038583324491685443
10000,AD,0.02578783081872099
10000,KNN,0.051614866577702076
10000,M5 + AD,0.028483767134601906
10000,CART,2.673460202206085
100,SAA,1.9623681799021253
100,LS,0.8082411164828586
100,ER-SAA,0.15951869748214628
100,AD,0.14801601902988812
100,KNN,0.30914196380930403
100,M5 + AD,0.3927400536132994
100,CART,20.003461865353678
1000,SAA,1.5662185420325356
1000,LS,1.3672264742263063
1000,ER-SAA,0.006225685957174299
1000,AD,0.03658811020411827
1000,KNN,0.17830147042038225
1000,M5 + AD,0.07434782149976997
1000,CART,10.601078572004322
10000,SAA,1.6081180924247613
10000,LS,1.346633893611496
10000,ER-SAA,0.004919941326262191
10000,AD,0.03277367649121375
10000,KNN,0.14726176642638178
10000,M5 + AD,0.06075667535195566
10000,CART,1.1961767129266514
100,SAA,0.826955663327665
100,LS,1.5404969523347816
100,ER-SAA,0.024414336777451164
100,AD,0.03683383539627586
100,KNN,0.9766885577332509
100,M5 + AD,0.29122763784988365
100,CART,4.1781644138892595
1000,SAA,1.2181620396893977
1000,LS,1.3022912222658813
1000,ER-SAA,0.012261219729358971
1000,AD,0.03024174488147143
1000,KNN,0.08486168303179442
1000,M5 + AD,0.13976570397282218
1000,CART,0.7221171668981302
10000,SAA,0.9702352459810698
10000,LS,1.2741980507082455
10000,ER-SAA,0.004031144040234141
10000,AD,0.03126708675051778
10000,KNN,0.3847783627943936
10000,M5 + AD,0.08537564755458617
10000,CART,0.7680317787114767
100,SAA,9.470224231480449
100,LS,1.014826295924035
100,ER-SAA,0.017949428066391965
100,AD,0.06271426524219714
100,KNN,0.20136480489564212
100,M5 + AD,0.06757707643211307
100,CART,1.990127000993653
1000,SAA,12.924203013434049
1000,LS,1.2251784739098135
1000,ER-SAA,0.007199635647933105
1000,AD,0.02316466496178184
1000,KNN,1.8727076950843944
1000,M5 + AD,0.053233790345505336
1000,CART,1.3684443560453732
10000,SAA,12.783376618096652
10000,LS,1.1993399554547073
10000,ER-SAA,0.0033221293703098757
10000,AD,0.03188093343545216
10000,KNN,0.20861148191352125
10000,M5 + AD,0.050925850860838305
10000,CART,4.500763982663466
100,SAA,78.82524809619662
100,LS,1.0391976228940702
100,ER-SAA,0.0252080523811899
100,AD,0.05813664034065815
100,KNN,55.00894212722449
100,M5 + AD,0.32341226146174346
100,CART,64.15284827779826
1000,SAA,76.43193163677822
1000,LS,1.0125000784630254
1000,ER-SAA,0.007553262296082324
1000,AD,0.09321703744293966
1000,KNN,23.439703395358883
1000,M5 + AD,0.057880100362907146
1000,CART,17.739053770251264
10000,SAA,76.24178852942106
10000,LS,1.061633550036174
10000,ER-SAA,0.005765119696376293
10000,AD,0.09730696924845043
10000,KNN,7.111240008292085
10000,M5 + AD,0.02912442057457182
10000,CART,4.17036176072099
100,SAA,14.866030328694105
100,LS,1.6635123593502779
100,ER-SAA,0.1193344685187076
100,AD,0.06991026411845133
100,KNN,3.0959937272882225
100,M5 + AD,0.21678167785912597
100,CART,0.9031753092327616
1000,SAA,13.720748679802918
1000,LS,1.5754775383085249
1000,ER-SAA,0.01750175907109626
1000,AD,0.038601516874564354
1000,KNN,0.578321815046438
1000,M5 + AD,0.1125823114554836
1000,CART,0.8495597510683353
10000,SAA,13.20843165170068
10000,LS,1.473596799295149
10000,ER-SAA,0.0048987689747260615
10000,AD,0.028969977118042466
10000,KNN,0.26476470350742554
10000,M5 + AD,0.12057781071862807
10000,CART,1.5638045249931232
100,SAA,2.961983161584576
100,LS,1.1542002197969092
100,ER-SAA,0.08280471654386556
100,AD,0.15446440898904387
100,KNN,0.8188914676860641
100,M5 + AD,0.11912191700437459
100,CART,12.493266303292735
1000,SAA,4.438826218541234
1000,LS,1.2577592093365138
1000,ER-SAA,0.00753413574239234
1000,AD,0.034325734691091646
1000,KNN,1.0716830914093278
1000,M5 + AD,0.06902853857113818
1000,CART,11.077507158591175
10000,SAA,5.278954205596897
10000,LS,1.3539826570580094
10000,ER-SAA,0.003984702142863274
10000,AD,0.03494384098194861
10000,KNN,0.3778007432672977
10000,M5 + AD,0.04829044472891907
10000,CART,2.3009398500142466
100,SAA,13.743816800580282
100,LS,0.863744816964027
100,ER-SAA,0.07020485536687278
100,AD,0.06840063088547099
100,KNN,7.140209763749932
100,M5 + AD,0.2458508121759846
100,CART,13.503695428634197
1000,SAA,14.05959759391747
1000,LS,0.941088297757246
1000,ER-SAA,0.015969127063128103
1000,AD,0.039852730114708884
1000,KNN,0.16413956291398785
1000,M5 + AD,0.025731656184414683
1000,CART,2.007799627754107
10000,SAA,15.227738637917994
10000,LS,1.133325547254591
10000,ER-SAA,0.005246462958907502
10000,AD,0.029584600397456244
10000,KNN,0.6650348813995127
10000,M5 + AD,0.15541479184861481
10000,CART,1.4317442560697464
100,SAA,4.137361490213777
100,LS,1.9364608866242887
100,ER-SAA,0.24105301454116515
100,AD,0.13604676231664997
100,KNN,0.05428397150411523
100,M5 + AD,0.10224631906994223
100,CART,9.31430828751522
1000,SAA,6.273671873066357
1000,LS,1.4040114523341094
1000,ER-SAA,0.011505310455834947
1000,AD,0.028756972351235737
1000,KNN,1.8841559979373284
1000,M5 + AD,0.10445270242794565
1000,CART,1.5383691974536977
10000,SAA,5.940409214969174
10000,LS,1.345967659536
10000,ER-SAA,0.003923090711504406
10000,AD,0.0332135426235177
10000,KNN,0.6174875030037167
10000,M5 + AD,0.06347420504750022
10000,CART,1.9301028361261492
100,SAA,3.226580292770691
100,LS,1.3241592394714308
100,ER-SAA,0.022443037863916007
100,AD,0.023736961744571867
100,KNN,0.6751892873583868
100,M5 + AD,0.13256438689152095
100,CART,6.03188634738095
1000,SAA,2.8079026020064424
1000,LS,1.4023623208453833
1000,ER-SAA,0.005783177484930405
1000,AD,0.022519509333462688
1000,KNN,1.0329788974468206
1000,M5 + AD,0.06129039212435683
1000,CART,1.2557649901306642
10000,SAA,1.820280003861116
10000,LS,1.3431791905170927
10000,ER-SAA,0.003538977447316333
10000,AD,0.020435009103637068
10000,KNN,0.12322709901782591
10000,M5 + AD,0.582881689363948
10000,CART,2.901975435460747
100,SAA,8.24528064807958
100,LS,1.6834789267480643
100,ER-SAA,0.059254680614349194
100,AD,0.10279524493468171
100,KNN,3.5298004866677553
100,M5 + AD,0.18432262597338975
100,CART,1.9408544115211537
1000,SAA,10.414712644859016
1000,LS,1.4329571932597205
1000,ER-SAA,0.008783926662678325
1000,AD,0.04074371879757208
1000,KNN,1.4048162952075631
1000,M5 + AD,0.030100927550105714
1000,CART,1.5818117433749208
10000,SAA,9.60794073267133
10000,LS,1.4728031608630612
10000,ER-SAA,0.00655859908386977
10000,AD,0.034767786626840005
10000,KNN,0.3653133362652522
10000,M5 + AD,0.08566680864010986
10000,CART,0.9162938966466465
100,SAA,8.413336722787548
100,LS,1.324195483448136
100,ER-SAA,0.03549274840486409
100,AD,0.0597250534994633
100,KNN,1.0507206487802265
100,M5 + AD,0.22519184040084264
100,CART,12.487933636517596
1000,SAA,11.223902465411308
1000,LS,1.56853057281825
1000,ER-SAA,0.018430608106764054
1000,AD,0.04263165683404867
1000,KNN,1.648219595347109
1000,M5 + AD,0.3120523833652535
1000,CART,0.7277165646078996
10000,SAA,10.772406668213803
10000,LS,1.4670329558109954
10000,ER-SAA,0.005187168367213296
10000,AD,0.032758008510323844
10000,KNN,0.3084643489990337
10000,M5 + AD,0.19571613376061678
10000,CART,1.6489905079961769
100,SAA,2.4170521498421706
100,LS,1.001797785884438
100,ER-SAA,0.1584296394768916
100,AD,0.21513751568166475
100,KNN,0.9201557660544766
100,M5 + AD,0.28036803487070616
100,CART,6.533633539740768
1000,SAA,2.763638041171262
1000,LS,1.346826689794755
1000,ER-SAA,0.007260262669578364
1000,AD,0.02525481617511045
1000,KNN,0.7003064993986635
1000,M5 + AD,0.11650706641392691
1000,CART,2.1945089466935075
10000,SAA,4.2788705231232615
10000,LS,1.3609797308239378
10000,ER-SAA,0.004295283653769912
10000,AD,0.02415992949438701
10000,KNN,0.41162152381741957
10000,M5 + AD,0.06192344317270854
10000,CART,1.6776072426428081
100,SAA,13.914815593855568
100,LS,1.1342493097640418
100,ER-SAA,0.022595366514587163
100,AD,0.07719368870933863
100,KNN,3.40553923421692
100,M5 + AD,0.09954844250332036
100,CART,44.76895312818965
1000,SAA,14.617016231342213
1000,LS,1.2062735996116993
1000,ER-SAA,0.007467245411308204
1000,AD,0.05981466329128714
1000,KNN,0.8422782299878735
1000,M5 + AD,0.031888825106763156
1000,CART,9.712406200221817
10000,SAA,12.918175926000725
10000,LS,1.219263735972677
10000,ER-SAA,0.005083324347705205
10000,AD,0.04741839493032817
10000,KNN,0.2803366625656864
10000,M5 + AD,0.06385014305745533
10000,CART,5.960047794356151
100,SAA,20.956865633404373
100,LS,1.6488337694411621
100,ER-SAA,0.017567994646570016
100,AD,0.07256820910058413
100,KNN,3.8873771574789346
100,M5 + AD,0.0981943918751704
100,CART,3.7016613219781793
1000,SAA,20.622178848815217
1000,LS,1.5584827550516565
1000,ER-SAA,0.007068550523058855
1000,AD,0.03590984791794241
1000,KNN,0.7718769240457113
1000,M5 + AD,0.06870542058720315
1000,CART,7.6017569916106735
10000,SAA,20.860875620560865
10000,LS,1.54534911313924
10000,ER-SAA,0.005501845632126256
10000,AD,0.038750580331348775
10000,KNN,0.06076678236520065
10000,M5 + AD,0.07274284587154617
10000,CART,1.0493783977125555
