T,method,OG
100,SAA,26.567836644805556
100,KNN,9.332234058180374
100,LS,0.12264671219682438
100,AD,13.02535041251167
100,CART,15.25694438615778
100,ER-SAA,6.403882191096104
100,M5 + AD,1.272358901538314
1000,SAA,41.09548860683309
1000,KNN,2.610719458095397
1000,LS,1.1968614119468004
1000,AD,6.920031669939533
1000,CART,15.551577632704095
1000,ER-SAA,6.350669462148716
1000,M5 + AD,1.241233898036634
10000,SAA,36.929642743139254
10000,KNN,0.7646505632234766
10000,LS,0.7384658114461289
10000,AD,7.482096635521511
10000,CART,5.004255304978965
10000,ER-SAA,6.840089493542081
10000,M5 + AD,0.03329505376332082
100,SAA,23.64507872190821
100,KNN,5.807274559734712
100,LS,2.1508200213269264
100,AD,3.137692891669589
100,CART,12.790934330994167
100,ER-SAA,3.404008961214624
100,M5 + AD,6.489425507347962
1000,SAA,21.59116172290354
1000,KNN,7.7582835383438455
1000,LS,0.22814239282646273
1000,AD,6.975655300536077
1000,CART,8.505386830497853
1000,ER-SAA,5.60441904947679
1000,M5 + AD,3.291011775842529
10000,SAA,24.27205524368083
10000,KNN,3.1609585655070758
10000,LS,0.1530937809292028
10000,AD,8.172452190805675
10000,CART,41.02739059857675
10000,ER-SAA,6.196929016524264
10000,M5 + AD,1.1535024067590218
100,SAA,48.670156957483655
100,KNN,4.956131374944219
100,LS,2.931933138002023
100,AD,7.000602415690754
100,CART,0.3811249679718811
100,ER-SAA,7.023763109803935
100,M5 + AD,3.218036195421529
1000,SAA,41.92862585357487
1000,KNN,1.2731887561168818
1000,LS,2.0894762002294156
1000,AD,6.49187927615079
1000,CART,27.47127635036326
1000,ER-SAA,6.332799934906357
1000,M5 + AD,1.1952064255542292
10000,SAA,38.39049968624658
10000,KNN,0.08139906169011128
10000,LS,3.575308658021273
10000,AD,5.879146415440297
10000,CART,1.2616805742469706
10000,ER-SAA,5.94083170509019
10000,M5 + AD,0.30141113424842936
100,SAA,4.532913518132415
100,KNN,15.816718057069757
100,LS,10.98502884612654
100,AD,6.851475001424286
100,CART,216.4435730794354
100,ER-SAA,3.0127418325583792
100,M5 + AD,2.782134433614098
1000,SAA,173.22223239140624
1000,KNN,5.236035515352178
1000,LS,64.38866287898475
1000,AD,2.5656206106773523
1000,CART,0.538775737351383
1000,ER-SAA,0.8116986057706048
1000,M5 + AD,7.029173860985597
10000,SAA,184.52595904618195
10000,KNN,9.655822372318573
10000,LS,76.80024834580469
10000,AD,1.3280153747888623
10000,CART,71.68945218427545
10000,ER-SAA,5.30833973667129
10000,M5 + AD,0.07562801438665993
100,SAA,27.864746652828476
100,KNN,5.4647143024516875
100,LS,37.181840754531216
100,AD,0.17401543552591642
100,CART,3.439104224094213
100,ER-SAA,1.9606111802321435
100,M5 + AD,0.31102937494272237
1000,SAA,38.03451645042471
1000,KNN,1.2073209506825575
1000,LS,66.6256159793388
1000,AD,0.6551891198377122
1000,CART,17.971908727869742
1000,ER-SAA,0.9311002313465618
1000,M5 + AD,0.041459343981136265
10000,SAA,41.16794981343567
10000,KNN,0.13499901341344345
10000,LS,70.53519928911781
10000,AD,1.2341589604197463
10000,CART,17.199081683482223
10000,ER-SAA,1.5359727847539437
10000,M5 + AD,0.3042461017302105
100,SAA,24.882752288446845
100,KNN,17.53174412621132
100,LS,2.3513619301381623
100,AD,9.461376049706805
100,CART,150.27605730467067
100,ER-SAA,9.905170136035801
100,M5 + AD,0.8760533945462219
1000,SAA,13.099071552567008
1000,KNN,8.09654669222966
1000,LS,1.5593087335585254
1000,AD,9.417051204797103
1000,CART,1.4285510459571706
1000,ER-SAA,7.483489516229542
1000,M5 + AD,0.7617001090855171
10000,SAA,13.81943578992584
10000,KNN,3.602375562146224
10000,LS,2.2790397970123104
10000,AD,10.53776421654127
10000,CART,2.8513119754497414
10000,ER-SAA,8.476184690716194
10000,M5 + AD,0.1402756587640772
100,SAA,22.315672490936723
100,KNN,7.7471567305984745
100,LS,0.09405350114733915
100,AD,5.269758077601038
100,CART,10.216479218831381
100,ER-SAA,5.022657713637557
100,M5 + AD,27.983795071315303
1000,SAA,23.699364634712943
1000,KNN,4.467133403679454
1000,LS,0.5203294736360881
1000,AD,9.323017968181427
1000,CART,6.573653579347229
1000,ER-SAA,7.451363818017869
1000,M5 + AD,0.020983610802136766
10000,SAA,26.87389945785799
10000,KNN,1.384916432155458
10000,LS,0.8143618808235957
10000,AD,9.702266997959725
10000,CART,0.26276676750480843
10000,ER-SAA,7.797926040480459
10000,M5 + AD,0.060997509891804816
100,SAA,20.038923502797708
100,KNN,17.2462676162535
100,LS,0.9586875472761648
100,AD,12.095717494570097
100,CART,30.286979821056356
100,ER-SAA,8.892056319170797
100,M5 + AD,1.9709340607919386
1000,SAA,22.384461240455195
1000,KNN,5.3148589777025075
1000,LS,0.8001369351955445
1000,AD,9.643790915040666
1000,CART,81.78417615882398
1000,ER-SAA,8.065432294495118
1000,M5 + AD,6.8513807548957
10000,SAA,22.0430665544242
10000,KNN,3.723459141817209
10000,LS,0.4132275506089124
10000,AD,8.464079319180781
10000,CART,13.66798365160971
10000,ER-SAA,7.211617511189474
10000,M5 + AD,0.025849472009588186
100,SAA,53.13355665357151
100,KNN,4.255456955560892
100,LS,27.445460139598172
100,AD,4.712244703359248
100,CART,0.033530409648163305
100,ER-SAA,5.424786593014849
100,M5 + AD,2.0137236330404726
1000,SAA,38.562404539219045
1000,KNN,0.6717458818360947
1000,LS,7.9383101064988395
1000,AD,4.775238482659319
1000,CART,2.169842049782482
1000,ER-SAA,4.652258653792136
1000,M5 + AD,0.11130615940487797
10000,SAA,41.5938239139789
10000,KNN,0.018489566220791585
10000,LS,9.931938286996242
10000,AD,4.869819121804147
10000,CART,9.488729555953936
10000,ER-SAA,5.367070389324402
10000,M5 + AD,0.6245674638473306
100,SAA,31.788050472182206
100,KNN,6.804362708136543
100,LS,2.674837391934696
100,AD,12.817434291364938
100,CART,87.44940900957214
100,ER-SAA,12.386061419000962
100,M5 + AD,0.17665063380514054
1000,SAA,23.12263021192166
1000,KNN,5.286788101462913
1000,LS,2.3681524453185827
1000,AD,11.98758683829395
1000,CART,0.5192276032861883
1000,ER-SAA,9.497681539656572
1000,M5 + AD,0.2107567614571992
10000,SAA,18.58118028627728
10000,KNN,3.022257118971259
10000,LS,2.0185903687611084
10000,AD,10.426335862741354
10000,CART,0.29141680693084554
10000,ER-SAA,8.643013624362174
10000,M5 + AD,0.11541166067017504
100,SAA,32.82792507452072
100,KNN,5.380626605629758
100,LS,3.7804253706257396
100,AD,4.504737005426221
100,CART,1.2344956808544412
100,ER-SAA,4.500424160527414
100,M5 + AD,1.5438115009456779
1000,SAA,34.54647686532326
1000,KNN,2.4487297854991756
1000,LS,5.004020363035482
1000,AD,6.2014506262759825
1000,CART,12.695013116601015
1000,ER-SAA,5.3644195906901855
1000,M5 + AD,0.43328111866009
10000,SAA,34.94598011655634
10000,KNN,0.49586629418416184
10000,LS,6.997060336063889
10000,AD,5.181887025160081
10000,CART,12.037680116911524
10000,ER-SAA,5.322123183091728
10000,M5 + AD,0.15446816531334018
100,SAA,15.217497335581601
100,KNN,9.863354472106886
100,LS,0.5267770528271621
100,AD,5.388953216253529
100,CART,173.46897250824645
100,ER-SAA,6.622571579470849
100,M5 + AD,0.10770737021128356
1000,SAA,22.436867077282727
1000,KNN,7.776974980717724
1000,LS,1.6853621592148433
1000,AD,9.670875369331782
1000,CART,0.7989464212811842
1000,ER-SAA,8.096877135393493
1000,M5 + AD,0.46994272232858875
10000,SAA,22.91057940272225
10000,KNN,2.965545817144395
10000,LS,1.9265971827011696
10000,AD,10.265883641955002
10000,CART,1.2447786954941822
10000,ER-SAA,8.763148594594243
10000,M5 + AD,0.017533753551323833
100,SAA,27.714595208437032
100,KNN,15.850354888793424
100,LS,0.12102333044817955
100,AD,7.349648304914742
100,CART,8.05263127292891
100,ER-SAA,6.571804148321324
100,M5 + AD,6.5122236499318875
1000,SAA,28.29917165054031
1000,KNN,8.431568262026143
1000,LS,0.06591703436528276
1000,AD,9.31700103199426
1000,CART,52.94047376241879
1000,ER-SAA,7.161169113674467
1000,M5 + AD,0.4340320270853721
10000,SAA,27.24038348469973
10000,KNN,2.808113329674129
10000,LS,0.101494636254527
10000,AD,8.063296008016545
10000,CART,19.08418808138072
10000,ER-SAA,6.645398953620332
10000,M5 + AD,0.8565105302598088
100,SAA,9.786025667889824
100,KNN,3.774130229648506
100,LS,3.0809939812574836
100,AD,8.02385712299672
100,CART,51.2619992298478
100,ER-SAA,3.4513554627967555
100,M5 + AD,4.092515191297236
1000,SAA,3.7289913958508825
1000,KNN,10.13522948517833
1000,LS,1.582119650823689
1000,AD,6.6736129300912665
1000,CART,2.2507734618024915
1000,ER-SAA,4.0251380534201795
1000,M5 + AD,2.841962728368008
10000,SAA,2.257699617791143
10000,KNN,6.868406938532537
10000,LS,0.9338810914350232
10000,AD,6.589779030600804
10000,CART,2.3719044472186623
10000,ER-SAA,4.034209884369594
10000,M5 + AD,0.7158598058846908
100,SAA,3.6991484170357847
100,KNN,0.255320451098664
100,LS,11.331376061794932
100,AD,2.124878498801569
100,CART,128.4500458529982
100,ER-SAA,1.9676107323854128
100,M5 + AD,2.6588478948177006
1000,SAA,3.71717564361037
1000,KNN,7.294769648534313
1000,LS,0.06081847531091002
1000,AD,6.44874793479193
1000,CART,2.962774270095115
1000,ER-SAA,4.749394521341339
1000,M5 + AD,1.1502365347606103
10000,SAA,2.2660510201349284
10000,KNN,6.162286795647239
10000,LS,0.07912093943692985
10000,AD,7.607007280591079
10000,CART,2.2711752217076473
10000,ER-SAA,4.895656481715387
10000,M5 + AD,0.0175071702184426
100,SAA,26.339819366898176
100,KNN,7.779626259972088
100,LS,1.3863980048649385
100,AD,7.111734413371425
100,CART,121.69036871206951
100,ER-SAA,5.745617815594199
100,M5 + AD,1.472982826118521
1000,SAA,23.952920077934994
1000,KNN,3.596222996024538
1000,LS,3.4686306938941316
1000,AD,5.248559243202603
1000,CART,20.933002524204394
1000,ER-SAA,5.222346580563471
1000,M5 + AD,0.3752588387814194
10000,SAA,26.862716741548343
10000,KNN,1.3377811096337207
10000,LS,1.9155771830451223
10000,AD,6.138552261898944
10000,CART,1.1546185765707233
10000,ER-SAA,5.47887067885701
10000,M5 + AD,0.1499027509680858
100,SAA,28.325847769797516
100,KNN,11.026494881160103
100,LS,4.351494524417984
100,AD,4.43302076978302
100,CART,11.94595198199031
100,ER-SAA,5.265342006565162
100,M5 + AD,0.09103743629605196
1000,SAA,29.351518312979017
1000,KNN,4.963857817651232
1000,LS,0.6735398159786399
1000,AD,7.429218394028947
1000,CART,0.040744604712091896
1000,ER-SAA,6.269047746681542
1000,M5 + AD,3.267957541434559
10000,SAA,29.32581561792732
10000,KNN,1.763463990135525
10000,LS,0.7037842059190318
10000,AD,7.2466248693230275
10000,CART,6.524501591154628
10000,ER-SAA,6.030405500076709
10000,M5 + AD,0.03446096214584188
100,SAA,55.567221624726216
100,KNN,3.9871421230434687
100,LS,114.78310433433225
100,AD,5.421897192160338
100,CART,1.2220623441757152
100,ER-SAA,0.17286919487036054
100,M5 + AD,0.11195339774723251
1000,SAA,42.52332918504331
1000,KNN,1.361489166022746
1000,LS,92.15315080073465
1000,AD,0.3465566608665669
1000,CART,4.463193715415647
1000,ER-SAA,0.9419796214965208
1000,M5 + AD,2.7326038255869265
10000,SAA,40.04101502600681
10000,KNN,0.5178501747425085
10000,LS,93.86339041532139
10000,AD,0.15253675593983787
10000,CART,6.521310568844432
10000,ER-SAA,0.4986681764558897
10000,M5 + AD,0.10419351996760443
100,SAA,44.01000475004217
100,KNN,4.595941077505343
100,LS,56.274121011354374
100,AD,0.5720819774764044
100,CART,0.484412448128753
100,ER-SAA,1.8692386214074146
100,M5 + AD,0.5348260191582096
1000,SAA,44.71433913163481
1000,KNN,1.0297266802274654
1000,LS,82.97698608305463
1000,AD,0.7233571034439362
1000,CART,0.20039270001119178
1000,ER-SAA,1.5938957233454936
1000,M5 + AD,0.16887243447520092
10000,SAA,44.56760437936929
10000,KNN,0.1637160448087937
10000,LS,77.21571215747576
10000,AD,0.5177748184965805
10000,CART,4.105461954269297
10000,ER-SAA,1.3358237553737475
10000,M5 + AD,0.08594704356387782
100,SAA,46.55978203468741
100,KNN,6.93865900637353
100,LS,37.48447450283526
100,AD,0.9758952143250236
100,CART,0.9802682368685752
100,ER-SAA,2.964045898701551
100,M5 + AD,0.28364390479741064
1000,SAA,43.394412025871965
1000,KNN,0.5719860437667378
1000,LS,71.2425192410034
1000,AD,1.3980693759939007
1000,CART,10.104262018778906
1000,ER-SAA,1.6881715578789473
1000,M5 + AD,1.1923350558136652
10000,SAA,45.17706829372922
10000,KNN,0.025756839682822975
10000,LS,59.82293567046482
10000,AD,1.7838748034893346
10000,CART,13.704758718114872
10000,ER-SAA,2.2885050628277637
10000,M5 + AD,0.1405773772953875
100,SAA,12.09632154711652
100,KNN,18.279937481046776
100,LS,1.1029727154629219
100,AD,7.341420134385862
100,CART,184.41364296600892
100,ER-SAA,6.366658110074942
100,M5 + AD,1.1531149258740347
1000,SAA,11.984143213301662
1000,KNN,6.915129825503813
1000,LS,0.10056440861811022
1000,AD,6.6586100421727465
1000,CART,0.16996430599808582
1000,ER-SAA,5.37293240985269
1000,M5 + AD,1.4788441896340687
10000,SAA,13.748156878662678
10000,KNN,3.359745339266151
10000,LS,0.34766326552899207
10000,AD,7.7715809699748615
10000,CART,33.99750500238376
10000,ER-SAA,6.202089994202631
10000,M5 + AD,0.31011502306938804
100,SAA,49.769857787876354
100,KNN,6.407772776323586
100,LS,109.3139327744428
100,AD,1.5462911731733076
100,CART,3.742171410937187
100,ER-SAA,0.41451895439521436
100,M5 + AD,0.5372149092671216
1000,SAA,43.03781370856122
1000,KNN,0.5788029477785358
1000,LS,82.68517532388512
1000,AD,0.06654479696274943
1000,CART,9.973187217302748
1000,ER-SAA,0.5370964059127263
1000,M5 + AD,0.8073621368861209
10000,SAA,43.49981287194052
10000,KNN,0.03777186842324646
10000,LS,90.10895008778138
10000,AD,0.04540763186693002
10000,CART,8.871603742678618
10000,ER-SAA,0.694095212704185
10000,M5 + AD,1.1818029900179237
100,SAA,20.97248291379907
100,KNN,5.21047012602479
100,LS,3.8485491779886103
100,AD,5.967449676611679
100,CART,10.046984740364188
100,ER-SAA,3.9368165863413647
100,M5 + AD,2.3971576008431414
1000,SAA,22.131838886548802
1000,KNN,5.546755903012682
1000,LS,3.935582282413135
1000,AD,7.523845356222573
1000,CART,4.753328613837732
1000,ER-SAA,4.88685317919225
1000,M5 + AD,2.654543604167199
10000,SAA,21.575311061350828
10000,KNN,3.609887553027759
10000,LS,2.3624341384173997
10000,AD,7.0058843412430285
10000,CART,12.831466466842501
10000,ER-SAA,5.215668043641643
10000,M5 + AD,0.08826361982124774
100,SAA,162.07674027360986
100,KNN,1.4518661615413069
100,LS,76.03792135793789
100,AD,2.274892578794301
100,CART,251.79554677434277
100,ER-SAA,7.628338459762873
100,M5 + AD,2.058448846400579
1000,SAA,111.26913162112652
1000,KNN,6.738682290039315
1000,LS,74.07348720898717
1000,AD,2.9329008871722744
1000,CART,6.164337152035441
1000,ER-SAA,3.1921467777791244
1000,M5 + AD,4.356333669242069
10000,SAA,90.82439759626781
10000,KNN,6.212998510670626
10000,LS,66.23785430050324
10000,AD,2.329895438517247
10000,CART,0.3062825354409678
10000,ER-SAA,0.47552944460071345
10000,M5 + AD,0.18730786010177938
100,SAA,36.9894657902221
100,KNN,10.28788676363781
100,LS,0.58789779182171
100,AD,9.674930549211696
100,CART,16.605782345224192
100,ER-SAA,10.039642947422077
100,M5 + AD,2.1439597609020584
1000,SAA,39.572939907531605
1000,KNN,2.9483065686505223
1000,LS,0.6649514483278525
1000,AD,10.411937750443629
1000,CART,13.705649755329182
1000,ER-SAA,8.9973350861524
1000,M5 + AD,0.7661050921258382
10000,SAA,35.50555466781004
10000,KNN,0.7370494248958079
10000,LS,0.4294351940581159
10000,AD,9.440656253007646
10000,CART,14.291387085001187
10000,ER-SAA,8.335979788098918
10000,M5 + AD,0.6782524768100744
100,SAA,47.66540761685028
100,KNN,6.896546839108597
100,LS,83.3852772307598
100,AD,3.281248856171668
100,CART,1.7284956219720669
100,ER-SAA,1.0083122099498756
100,M5 + AD,0.09034330287336025
1000,SAA,45.279268424405984
1000,KNN,1.1276056954265712
1000,LS,96.56690072437898
1000,AD,0.6124085726915358
1000,CART,9.586998359104527
1000,ER-SAA,0.5732384910788022
1000,M5 + AD,1.1149722320480253
10000,SAA,45.935480184785646
10000,KNN,0.17351879795439934
10000,LS,100.37128316103126
10000,AD,0.14114655708122584
10000,CART,12.603765457873632
10000,ER-SAA,0.5622486630883539
10000,M5 + AD,0.08407907787019994
100,SAA,18.156477235158555
100,KNN,0.16965552031466796
100,LS,56.133301455629784
100,AD,2.2357644557670846
100,CART,151.72882531962665
100,ER-SAA,0.3856551639285827
100,M5 + AD,0.7656064507164928
1000,SAA,2.993774847477561
1000,KNN,3.9099382833863143
1000,LS,10.268619252349076
1000,AD,6.133562383942023
1000,CART,4.280491715298753
1000,ER-SAA,3.220667062099997
1000,M5 + AD,0.7944903516015863
10000,SAA,2.7180800910750826
10000,KNN,3.5224910194380805
10000,LS,12.080848317868172
10000,AD,5.45863255866557
10000,CART,13.437690085197127
10000,ER-SAA,2.800801514527031
10000,M5 + AD,0.11516873530613736
100,SAA,26.161417317734383
100,KNN,8.903338368212841
100,LS,0.10721216065618878
100,AD,6.498298346101098
100,CART,99.04729553010272
100,ER-SAA,5.839162673231672
100,M5 + AD,0.1330159057002906
1000,SAA,27.03058283526803
1000,KNN,6.089902193860018
1000,LS,0.04515003586021812
1000,AD,8.395368361326932
1000,CART,3.4806223723902137
1000,ER-SAA,6.720793804105054
1000,M5 + AD,0.788703647246106
10000,SAA,27.670458678997402
10000,KNN,1.9062987164133636
10000,LS,0.1896508240852193
10000,AD,8.75933488017806
10000,CART,11.211280557934222
10000,ER-SAA,7.317490670828554
10000,M5 + AD,0.42693109447788113
100,SAA,9.045754412541939
100,KNN,3.5383715535417624
100,LS,25.430974261009343
100,AD,3.9204686849200066
100,CART,77.86366719270437
100,ER-SAA,1.783744400586479
100,M5 + AD,1.2741042598828591
1000,SAA,4.553808412662015
1000,KNN,11.591573340248072
1000,LS,20.042592702771522
1000,AD,3.689853119343485
1000,CART,153.38100680702448
1000,ER-SAA,2.440351900480767
1000,M5 + AD,3.178557131843904
10000,SAA,3.0378056157007176
10000,KNN,6.541654942307082
10000,LS,10.556534663001644
10000,AD,5.424796277398642
10000,CART,0.35514740702296443
10000,ER-SAA,2.790949845432688
10000,M5 + AD,1.0272183189450934
100,SAA,55.98286593633482
100,KNN,9.422596008109158
100,LS,132.5576449202923
100,AD,0.32299337116357213
100,CART,7.409072297702327
100,ER-SAA,2.3496727781869806
100,M5 + AD,16.31529591715833
1000,SAA,44.17212057146225
1000,KNN,2.506593554916445
1000,LS,103.81603144971128
1000,AD,0.18034728418165083
1000,CART,0.2868218230966674
1000,ER-SAA,0.22972503318111712
1000,M5 + AD,0.053426132801513794
10000,SAA,41.81324112979652
10000,KNN,0.6324182939246855
10000,LS,98.38991767262446
10000,AD,0.3304883529129129
10000,CART,14.007577196027407
10000,ER-SAA,0.3424009381222906
10000,M5 + AD,0.4268886897489885
